instance, min time (s), avg. time (s), std time (s), min time (s), avg. time (s), std time (s), min time (s), avg. time (s), std time (s), min time (s), avg. time (s), std time (s), min time (s), avg. time (s), std time (s)
scpnrh5,16.755,20.328,2.679,14.899,16.244,0.957,16.872,18.246,0.989,14.624,22.458,5.635,11.389,13.906,2.629
