instance,best,avg. fitness, std fitness,best,avg. fitness, std fitness,best,avg. fitness, std fitness,best,avg. fitness, std fitness,best,avg. fitness, std fitness
scpnrh5,128178.0,129427.0,1452.62,121094.0,122629.667,1282.819,120966.0,121304.333,327.266,112664.0,118036.0,6472.884,122070.0,123443.667,975.069
